Horodateur,Matricule,1/01 AM,2/01 AM,3/01 AM,5/01 AM,8/01 AM,9/01 AM,10/01 AM,11/01 AM,12/01 AM,13/01 AM,15/01 AM,16/01 AM
2021/11/11 7:48:51 PM UTC+1,472532,5,3,2,7,5,10,6,8,10,8,10,3
2021/11/11 7:48:51 PM UTC+1,466811,9,3,7,4,10,10,8,9,8,4,8,8
2021/11/11 7:48:51 PM UTC+1,476855,3,6,1,1,9,1,3,8,10,2,4,2
2021/11/11 7:48:51 PM UTC+1,487796,3,5,3,2,5,7,6,7,7,6,9,3
2021/11/11 7:48:51 PM UTC+1,469619,4,9,5,3,10,7,3,1,1,6,1,1
2021/11/11 7:48:51 PM UTC+1,518591,8,1,4,2,3,4,2,3,8,5,4,6
2021/11/11 7:48:51 PM UTC+1,450425,5,9,7,8,6,3,3,1,9,4,6,6
2021/11/11 7:48:51 PM UTC+1,511232,9,4,4,4,4,2,5,3,3,2,8,4
2021/11/11 7:48:51 PM UTC+1,452379,3,9,10,6,5,7,7,8,1,7,10,3
2021/11/11 7:48:51 PM UTC+1,473305,2,9,8,10,7,10,6,8,1,7,10,2
2021/11/11 7:48:51 PM UTC+1,457652,4,8,2,10,4,1,8,6,2,10,1,10
2021/11/11 7:48:51 PM UTC+1,458302,9,1,4,4,2,1,3,6,6,3,3,1
2021/11/11 7:48:51 PM UTC+1,488440,6,7,8,7,3,5,7,8,3,6,4,3
2021/11/11 7:48:51 PM UTC+1,490898,6,3,5,10,7,3,6,5,7,7,1,1
2021/11/11 7:48:51 PM UTC+1,458488,8,6,8,5,3,3,3,8,7,9,9,8
2021/11/11 7:48:51 PM UTC+1,459345,3,7,2,7,7,3,7,8,1,2,10,4
2021/11/11 7:48:51 PM UTC+1,503798,3,6,3,5,5,5,9,9,4,9,9,9
2021/11/11 7:48:51 PM UTC+1,458788,5,8,1,5,1,6,3,4,7,3,1,8
2021/11/11 7:48:51 PM UTC+1,494647,3,2,7,8,2,5,8,2,7,7,1,8
2021/11/11 7:48:51 PM UTC+1,512580,9,2,2,2,4,10,3,10,3,8,6,8
2021/11/11 7:48:51 PM UTC+1,458523,10,8,9,9,3,3,5,10,4,6,2,3
2021/11/11 7:48:51 PM UTC+1,514957,7,4,2,9,9,2,10,6,10,5,5,10
2021/11/11 7:48:51 PM UTC+1,513258,5,7,1,6,10,1,7,8,2,2,4,9
2021/11/11 7:48:51 PM UTC+1,511333,5,5,2,2,7,1,1,8,9,1,8,9
2021/11/11 7:48:51 PM UTC+1,511582,1,10,10,2,8,4,8,9,3,1,5,5
2021/11/11 7:48:51 PM UTC+1,500211,5,7,2,9,5,4,10,4,3,2,8,6
2021/11/11 7:48:51 PM UTC+1,513155,10,7,10,4,10,4,9,3,7,7,6,1
2021/11/11 7:48:51 PM UTC+1,494740,7,10,5,8,6,10,2,6,6,9,3,1
2021/11/11 7:48:51 PM UTC+1,491081,2,8,1,9,1,8,8,9,7,2,5,1
2021/11/11 7:48:51 PM UTC+1,464014,1,8,3,6,2,3,7,4,6,7,7,5
2021/11/11 7:48:51 PM UTC+1,457667,9,9,9,8,10,2,4,2,5,9,7,2
2021/11/11 7:48:51 PM UTC+1,450800,9,4,3,2,10,7,7,1,1,7,2,6
2021/11/11 7:48:51 PM UTC+1,513704,2,6,6,4,3,2,10,4,6,1,1,8
2021/11/11 7:48:51 PM UTC+1,457619,2,9,2,5,5,3,9,8,10,2,3,5
2021/11/11 7:48:51 PM UTC+1,478446,8,2,3,2,1,9,10,10,6,8,1,2
2021/11/11 7:48:51 PM UTC+1,515433,5,3,7,5,8,3,1,7,1,2,3,5
2021/11/11 7:48:51 PM UTC+1,516446,5,5,7,3,3,2,3,8,4,1,8,2
2021/11/11 7:48:51 PM UTC+1,488040,3,8,9,4,7,5,10,8,7,9,8,2
2021/11/11 7:48:51 PM UTC+1,517737,2,7,7,9,3,3,10,8,9,5,6,3
2021/11/11 7:48:51 PM UTC+1,484571,5,7,4,1,5,1,5,10,1,10,1,8
2021/11/11 7:48:51 PM UTC+1,450801,10,5,1,1,5,10,10,10,5,4,1,5
2021/11/11 7:48:51 PM UTC+1,492255,5,6,6,1,10,2,7,8,5,3,6,10
2021/11/11 7:48:51 PM UTC+1,509381,10,10,4,5,10,9,8,8,9,4,9,6
2021/11/11 7:48:51 PM UTC+1,475833,7,2,7,6,6,4,10,3,5,1,6,6
2021/11/11 7:48:51 PM UTC+1,512040,10,3,9,5,1,1,3,6,6,6,1,7
2021/11/11 7:48:51 PM UTC+1,506476,1,4,2,7,6,8,1,9,10,4,2,1
2021/11/11 7:48:51 PM UTC+1,458279,2,8,7,10,10,8,2,8,9,6,8,8
2021/11/11 7:48:51 PM UTC+1,472701,1,1,9,10,1,1,8,8,8,6,2,5
2021/11/11 7:48:51 PM UTC+1,502541,9,9,3,2,1,2,3,7,8,9,4,9
2021/11/11 7:48:51 PM UTC+1,464881,1,8,1,8,1,5,7,2,2,5,5,9
2021/11/11 7:48:51 PM UTC+1,462223,9,10,7,10,9,6,9,9,8,6,1,1
2021/11/11 7:48:51 PM UTC+1,497351,2,8,7,9,1,4,9,4,7,5,10,6
2021/11/11 7:48:51 PM UTC+1,451013,1,7,9,7,5,3,6,4,2,6,10,8
2021/11/11 7:48:51 PM UTC+1,514343,7,9,2,7,5,8,9,10,7,9,3,3
2021/11/11 7:48:51 PM UTC+1,451821,9,1,7,5,3,9,8,2,5,6,5,6
2021/11/11 7:48:51 PM UTC+1,513858,3,10,1,5,1,4,4,5,7,7,6,3
2021/11/11 7:48:51 PM UTC+1,506061,3,7,8,1,1,8,10,9,1,1,5,3
2021/11/11 7:48:51 PM UTC+1,454835,6,1,5,4,10,1,9,7,5,2,7,7
2021/11/11 7:48:51 PM UTC+1,482900,6,6,4,10,2,3,7,10,1,6,1,5
2021/11/11 7:48:51 PM UTC+1,497223,4,7,9,10,9,7,1,5,7,4,5,6
2021/11/11 7:48:51 PM UTC+1,514967,3,8,7,7,3,6,10,9,5,4,4,8
2021/11/11 7:48:51 PM UTC+1,502985,9,4,9,5,3,1,6,7,9,6,9,8
2021/11/11 7:48:51 PM UTC+1,463483,2,10,3,5,6,3,8,5,9,9,6,4
2021/11/11 7:48:51 PM UTC+1,453845,5,10,1,8,4,7,9,5,3,7,6,6
2021/11/11 7:48:51 PM UTC+1,500528,1,10,4,6,10,5,5,9,3,7,4,5
2021/11/11 7:48:51 PM UTC+1,476080,2,7,5,5,7,9,9,5,8,6,1,6
2021/11/11 7:48:51 PM UTC+1,477443,4,2,10,6,10,6,4,7,5,10,9,7
2021/11/11 7:48:51 PM UTC+1,515552,5,9,8,7,5,1,8,3,6,8,1,1
2021/11/11 7:48:51 PM UTC+1,472106,10,3,5,1,2,10,5,7,9,9,3,2
2021/11/11 7:48:51 PM UTC+1,492384,4,3,9,4,10,6,2,10,7,1,8,10
2021/11/11 7:48:51 PM UTC+1,484364,7,5,2,1,1,2,10,7,7,3,2,9
2021/11/11 7:48:51 PM UTC+1,489684,7,10,9,4,1,10,4,6,9,6,5,1
2021/11/11 7:48:51 PM UTC+1,496534,3,6,7,4,6,9,10,5,3,9,8,8
2021/11/11 7:48:51 PM UTC+1,512329,10,5,7,3,1,3,10,7,3,7,6,5
2021/11/11 7:48:51 PM UTC+1,484800,3,2,2,1,7,2,8,2,10,5,4,8
2021/11/11 7:48:51 PM UTC+1,478341,1,4,10,3,5,3,3,7,3,2,1,8
2021/11/11 7:48:51 PM UTC+1,498699,4,5,6,4,7,3,6,3,3,3,8,2
2021/11/11 7:48:51 PM UTC+1,477727,1,7,7,6,6,3,9,2,5,9,6,5
2021/11/11 7:48:51 PM UTC+1,483205,6,2,1,2,7,10,1,9,1,1,4,7
2021/11/11 7:48:51 PM UTC+1,505878,2,10,1,3,3,5,2,1,2,8,5,3
2021/11/11 7:48:51 PM UTC+1,496517,6,7,5,8,2,4,10,4,1,3,7,9
2021/11/11 7:48:51 PM UTC+1,457902,1,3,2,2,9,1,4,2,9,3,3,9
2021/11/11 7:48:51 PM UTC+1,489405,4,1,9,2,1,2,3,4,3,2,8,7
2021/11/11 7:48:51 PM UTC+1,518620,10,7,4,6,1,9,7,3,8,6,10,8
2021/11/11 7:48:51 PM UTC+1,508095,5,10,6,10,7,7,8,3,8,10,2,7
2021/11/11 7:48:51 PM UTC+1,500369,5,9,6,5,8,2,9,4,6,2,8,4
2021/11/11 7:48:51 PM UTC+1,460907,4,9,9,2,3,8,7,8,8,9,1,6
2021/11/11 7:48:51 PM UTC+1,495175,5,1,4,7,2,1,2,2,6,10,8,7
2021/11/11 7:48:51 PM UTC+1,493236,3,7,1,10,2,10,6,10,8,6,6,5
2021/11/11 7:48:51 PM UTC+1,475562,6,8,4,4,7,1,5,1,6,1,10,5
2021/11/11 7:48:51 PM UTC+1,483181,5,7,8,5,3,6,7,1,9,1,4,6
2021/11/11 7:48:51 PM UTC+1,518542,3,10,6,8,4,9,6,6,6,2,6,10
2021/11/11 7:48:51 PM UTC+1,464461,6,7,3,1,4,7,8,10,6,8,1,7
2021/11/11 7:48:51 PM UTC+1,500837,3,9,7,7,10,1,7,4,8,2,1,4
2021/11/11 7:48:51 PM UTC+1,477635,8,10,7,9,3,2,7,8,4,5,1,10
2021/11/11 7:48:51 PM UTC+1,467777,4,7,9,2,1,6,1,9,7,10,1,7
2021/11/11 7:48:51 PM UTC+1,512483,10,6,3,4,2,8,2,3,3,6,7,4
2021/11/11 7:48:51 PM UTC+1,496859,1,9,10,6,4,2,8,6,9,4,6,6
2021/11/11 7:48:51 PM UTC+1,451607,6,4,6,10,2,8,7,3,6,1,2,10
2021/11/11 7:48:51 PM UTC+1,454276,10,2,5,1,3,5,4,6,1,7,6,3
2021/11/11 7:48:51 PM UTC+1,480038,5,6,3,6,2,5,6,10,2,6,3,6
2021/11/11 7:48:51 PM UTC+1,464859,1,8,4,2,5,7,5,5,8,6,6,10
2021/11/11 7:48:51 PM UTC+1,494263,10,5,5,2,5,7,5,6,8,10,9,7
2021/11/11 7:48:51 PM UTC+1,514730,10,1,5,6,4,6,9,7,3,6,3,10
2021/11/11 7:48:51 PM UTC+1,490452,7,8,10,9,7,9,4,4,1,5,3,1
2021/11/11 7:48:51 PM UTC+1,489186,9,9,10,1,8,10,2,2,10,8,8,10
2021/11/11 7:48:51 PM UTC+1,498891,8,10,3,1,8,6,6,3,1,3,2,10
2021/11/11 7:48:51 PM UTC+1,486875,9,9,2,3,2,10,8,9,10,6,7,5
2021/11/11 7:48:51 PM UTC+1,477858,2,7,5,8,5,4,5,4,1,9,5,2
2021/11/11 7:48:51 PM UTC+1,507132,4,2,4,2,2,6,5,2,10,5,3,6
2021/11/11 7:48:51 PM UTC+1,475130,1,5,7,3,7,9,2,9,8,3,7,9
2021/11/11 7:48:51 PM UTC+1,515427,2,4,5,7,7,2,7,10,10,1,10,9
2021/11/11 7:48:51 PM UTC+1,453331,2,9,9,4,10,6,3,10,8,1,4,5
2021/11/11 7:48:51 PM UTC+1,494224,4,5,3,1,9,2,5,6,5,2,1,9
2021/11/11 7:48:51 PM UTC+1,475556,1,9,8,10,2,2,9,4,4,5,10,5
2021/11/11 7:48:51 PM UTC+1,476777,5,8,3,9,4,7,2,7,5,2,1,7
2021/11/11 7:48:51 PM UTC+1,450422,8,8,6,3,7,2,5,5,4,9,8,7
2021/11/11 7:48:51 PM UTC+1,516143,1,2,4,5,9,4,5,4,10,5,8,5
2021/11/11 7:48:51 PM UTC+1,504651,1,9,6,5,3,2,4,10,2,1,3,7
2021/11/11 7:48:51 PM UTC+1,487094,5,6,2,1,1,8,3,9,2,9,7,9
2021/11/11 7:48:51 PM UTC+1,460891,2,1,9,9,7,4,6,8,10,4,5,3
2021/11/11 7:48:51 PM UTC+1,466033,4,5,8,4,2,2,7,8,9,10,5,1
2021/11/11 7:48:51 PM UTC+1,502399,8,5,5,1,2,2,8,7,2,8,2,1
2021/11/11 7:48:51 PM UTC+1,482641,6,3,5,2,8,7,9,7,2,3,6,9
2021/11/11 7:48:51 PM UTC+1,499036,4,3,2,6,5,4,4,7,1,10,4,9
2021/11/11 7:48:51 PM UTC+1,497848,3,5,9,5,2,5,9,2,2,3,10,6
2021/11/11 7:48:51 PM UTC+1,481425,9,6,8,8,6,2,3,5,4,2,3,4
2021/11/11 7:48:51 PM UTC+1,459428,7,2,9,3,10,2,7,2,1,8,8,6
2021/11/11 7:48:51 PM UTC+1,492200,5,5,9,8,4,3,6,10,9,1,3,6
2021/11/11 7:48:51 PM UTC+1,514104,2,5,8,5,6,7,10,9,10,10,7,3
2021/11/11 7:48:51 PM UTC+1,468969,9,9,5,2,5,1,9,10,7,6,6,10
2021/11/11 7:48:51 PM UTC+1,504583,4,2,2,3,6,10,6,1,1,8,5,8
2021/11/11 7:48:51 PM UTC+1,472422,7,1,5,1,2,8,8,10,8,4,9,2
2021/11/11 7:48:51 PM UTC+1,467683,9,4,6,9,7,2,2,3,9,3,1,10
2021/11/11 7:48:51 PM UTC+1,482427,7,7,4,4,8,5,10,6,6,4,8,2
2021/11/11 7:48:51 PM UTC+1,515605,10,8,5,5,10,8,3,8,5,8,3,5
2021/11/11 7:48:51 PM UTC+1,462632,4,5,1,2,6,3,7,4,1,10,10,5
2021/11/11 7:48:51 PM UTC+1,480132,4,5,4,9,9,6,4,8,3,7,10,9
2021/11/11 7:48:51 PM UTC+1,464984,6,9,4,8,3,3,8,5,5,3,5,1
2021/11/11 7:48:51 PM UTC+1,505478,6,10,10,4,7,6,4,10,9,2,8,5
2021/11/11 7:48:51 PM UTC+1,454913,3,3,4,2,10,2,7,4,7,1,9,5
2021/11/11 7:48:51 PM UTC+1,517439,6,8,4,2,3,7,2,4,2,5,9,9
2021/11/11 7:48:51 PM UTC+1,506812,4,7,4,9,2,7,6,9,3,8,10,1
2021/11/11 7:48:51 PM UTC+1,494782,4,4,2,2,10,1,10,5,3,1,8,2
2021/11/11 7:48:51 PM UTC+1,493710,1,3,5,3,4,3,1,9,5,10,7,2
2021/11/11 7:48:51 PM UTC+1,474929,2,2,8,1,5,10,10,1,9,4,7,8
2021/11/11 7:48:51 PM UTC+1,464820,8,7,1,4,10,1,5,3,10,2,6,5
2021/11/11 7:48:51 PM UTC+1,490341,8,8,2,7,1,1,1,4,10,10,4,6
2021/11/11 7:48:51 PM UTC+1,492233,10,5,8,10,7,5,5,6,1,3,1,10
2021/11/11 7:48:51 PM UTC+1,493358,10,9,9,9,7,1,2,7,4,1,10,4
2021/11/11 7:48:51 PM UTC+1,493809,7,2,3,2,2,4,9,8,10,8,1,2
2021/11/11 7:48:51 PM UTC+1,481447,10,6,6,9,8,4,7,7,4,4,9,4
2021/11/11 7:48:51 PM UTC+1,506982,5,10,3,5,3,10,3,7,2,1,7,6
2021/11/11 7:48:51 PM UTC+1,508882,2,9,10,1,7,1,3,6,8,7,1,3
2021/11/11 7:48:51 PM UTC+1,490642,4,10,6,4,7,10,1,10,1,5,2,10
2021/11/11 7:48:51 PM UTC+1,494644,7,6,3,4,7,6,9,5,7,5,9,1
2021/11/11 7:48:51 PM UTC+1,491882,7,8,10,3,7,9,3,4,4,6,5,10
2021/11/11 7:48:51 PM UTC+1,456734,7,3,4,4,4,3,5,3,8,9,5,6
2021/11/11 7:48:51 PM UTC+1,513112,6,5,5,8,8,5,8,10,4,10,9,6
2021/11/11 7:48:51 PM UTC+1,467610,4,9,10,3,7,3,5,4,6,6,1,3
2021/11/11 7:48:51 PM UTC+1,506093,6,5,4,3,4,2,9,8,10,8,9,2
2021/11/11 7:48:51 PM UTC+1,489199,4,4,7,8,1,8,10,4,7,9,5,1
2021/11/11 7:48:51 PM UTC+1,490008,9,3,6,4,10,3,3,2,1,8,10,5
2021/11/11 7:48:51 PM UTC+1,495233,7,8,1,8,10,5,2,5,2,10,7,5
2021/11/11 7:48:51 PM UTC+1,485430,7,2,8,9,10,7,2,5,1,4,7,5
2021/11/11 7:48:51 PM UTC+1,489563,5,2,9,1,10,7,4,4,5,5,9,3
2021/11/11 7:48:51 PM UTC+1,506916,8,6,7,10,9,1,1,1,7,8,10,5
2021/11/11 7:48:51 PM UTC+1,460887,3,5,5,2,4,10,1,6,6,4,6,3
2021/11/11 7:48:51 PM UTC+1,516972,3,5,8,7,8,2,7,8,5,1,8,1
2021/11/11 7:48:51 PM UTC+1,519735,3,9,5,3,7,1,3,9,8,9,2,2
2021/11/11 7:48:51 PM UTC+1,484100,7,8,2,8,4,5,9,5,8,4,7,6
2021/11/11 7:48:51 PM UTC+1,473757,5,4,6,9,3,5,6,6,1,9,9,1
2021/11/11 7:48:51 PM UTC+1,452662,2,5,6,1,6,8,1,10,9,1,4,1
2021/11/11 7:48:51 PM UTC+1,468862,9,6,4,1,7,8,1,9,3,7,6,7
2021/11/11 7:48:51 PM UTC+1,461078,8,1,3,5,8,6,1,5,9,2,7,3
2021/11/11 7:48:51 PM UTC+1,519791,6,10,10,5,5,9,2,7,5,8,3,8
2021/11/11 7:48:51 PM UTC+1,451831,10,10,2,1,7,9,4,3,5,7,4,7
2021/11/11 7:48:51 PM UTC+1,471790,10,2,2,3,9,1,3,9,3,2,8,1
2021/11/11 7:48:51 PM UTC+1,486224,8,8,7,1,1,9,4,8,7,8,5,7
2021/11/11 7:48:51 PM UTC+1,508819,4,9,2,4,5,5,7,1,5,9,1,1
2021/11/11 7:48:51 PM UTC+1,457059,8,7,6,4,6,2,8,7,7,7,10,8
2021/11/11 7:48:51 PM UTC+1,475510,4,8,8,2,8,8,6,7,4,4,8,9
2021/11/11 7:48:51 PM UTC+1,513337,10,10,1,6,10,3,2,7,4,4,10,4
2021/11/11 7:48:51 PM UTC+1,454313,9,5,2,1,6,4,3,5,4,10,10,5
2021/11/11 7:48:51 PM UTC+1,459717,1,8,4,3,2,9,4,10,7,2,6,8
2021/11/11 7:48:51 PM UTC+1,505704,6,9,4,10,4,10,4,5,1,6,9,8
2021/11/11 7:48:51 PM UTC+1,483241,6,1,8,10,2,3,1,7,9,3,2,9
2021/11/11 7:48:51 PM UTC+1,496815,8,9,5,1,7,5,5,9,3,9,4,2
2021/11/11 7:48:51 PM UTC+1,488471,4,6,9,4,7,8,1,6,5,10,3,10
2021/11/11 7:48:51 PM UTC+1,501918,5,5,7,2,6,6,10,2,8,4,7,6
2021/11/11 7:48:51 PM UTC+1,490336,5,7,3,5,7,2,5,4,1,5,6,8
2021/11/11 7:48:51 PM UTC+1,516598,10,8,3,7,10,8,3,9,9,10,1,6
2021/11/11 7:48:51 PM UTC+1,498787,10,6,10,10,4,2,1,6,9,2,4,2
2021/11/11 7:48:51 PM UTC+1,511041,4,2,7,4,10,4,6,1,1,4,6,4
2021/11/11 7:48:51 PM UTC+1,499549,7,6,9,6,2,4,5,9,3,8,5,8
2021/11/11 7:48:51 PM UTC+1,454730,6,8,9,5,1,2,9,3,5,8,9,7
2021/11/11 7:48:51 PM UTC+1,487829,6,3,7,5,5,9,2,10,4,6,8,5
2021/11/11 7:48:51 PM UTC+1,511957,6,6,6,10,6,7,7,2,10,10,4,1
2021/11/11 7:48:51 PM UTC+1,460248,9,4,10,9,3,7,5,2,10,1,6,8
2021/11/11 7:48:51 PM UTC+1,479717,5,1,7,4,5,6,2,4,1,8,9,8
2021/11/11 7:48:51 PM UTC+1,499960,7,2,1,3,9,5,8,3,1,1,5,9
2021/11/11 7:48:51 PM UTC+1,504852,9,1,2,8,8,10,2,5,1,7,10,4
2021/11/11 7:48:51 PM UTC+1,467799,9,10,1,3,1,5,4,8,8,7,3,1
2021/11/11 7:48:51 PM UTC+1,477317,1,3,7,10,7,4,9,2,5,3,1,10
2021/11/11 7:48:51 PM UTC+1,513859,8,6,9,3,9,5,9,4,6,9,3,6
2021/11/11 7:48:51 PM UTC+1,500695,10,10,5,8,1,6,3,3,3,4,9,5
2021/11/11 7:48:51 PM UTC+1,491739,8,7,8,3,4,1,8,8,8,10,9,5
2021/11/11 7:48:51 PM UTC+1,478568,6,1,8,6,10,9,2,1,7,1,9,8
2021/11/11 7:48:51 PM UTC+1,468999,6,8,6,1,1,3,2,3,8,10,7,10
2021/11/11 7:48:51 PM UTC+1,464360,5,2,7,10,10,4,5,9,3,10,6,1
2021/11/11 7:48:51 PM UTC+1,464421,6,3,4,5,10,6,5,6,2,6,2,8
2021/11/11 7:48:51 PM UTC+1,456475,6,9,3,5,4,3,3,10,5,7,8,7
2021/11/11 7:48:51 PM UTC+1,474665,3,6,8,2,1,2,8,4,5,2,2,4
2021/11/11 7:48:51 PM UTC+1,465064,5,4,4,7,6,10,5,3,6,3,1,8
2021/11/11 7:48:51 PM UTC+1,503871,1,4,8,4,5,6,1,9,7,9,9,3
2021/11/11 7:48:51 PM UTC+1,469932,3,6,9,9,5,7,2,10,10,8,9,2
2021/11/11 7:48:51 PM UTC+1,512108,6,1,5,4,8,9,6,5,2,7,6,10
2021/11/11 7:48:51 PM UTC+1,473209,1,7,10,9,8,4,1,3,9,5,3,7
2021/11/11 7:48:51 PM UTC+1,474204,8,6,9,10,9,6,5,4,5,9,3,7
2021/11/11 7:48:51 PM UTC+1,484546,8,1,7,7,5,7,3,5,1,7,8,5
2021/11/11 7:48:51 PM UTC+1,470039,2,4,9,3,7,4,3,2,9,8,1,1
2021/11/11 7:48:51 PM UTC+1,514953,2,2,7,8,2,1,2,1,9,2,6,8
2021/11/11 7:48:51 PM UTC+1,516835,3,8,1,4,5,7,1,4,9,3,3,8
2021/11/11 7:48:51 PM UTC+1,464927,7,5,3,3,6,10,7,6,5,10,7,3
2021/11/11 7:48:51 PM UTC+1,492023,7,6,3,7,8,6,9,10,7,9,4,10
2021/11/11 7:48:51 PM UTC+1,480277,4,8,7,5,1,2,4,1,8,3,2,9
2021/11/11 7:48:51 PM UTC+1,467216,10,3,2,1,7,8,6,8,6,7,7,2
2021/11/11 7:48:51 PM UTC+1,464528,9,1,4,5,9,6,6,2,10,3,9,7
2021/11/11 7:48:51 PM UTC+1,497819,2,10,2,1,2,10,9,9,4,5,1,5
2021/11/11 7:48:51 PM UTC+1,470414,7,1,2,4,2,3,4,8,10,10,8,2
2021/11/11 7:48:51 PM UTC+1,457608,7,2,8,1,7,10,1,1,4,9,8,2
2021/11/11 7:48:51 PM UTC+1,461220,8,8,2,4,8,5,1,1,9,10,1,9
2021/11/11 7:48:51 PM UTC+1,452377,2,4,10,9,4,10,1,9,3,1,7,7
2021/11/11 7:48:51 PM UTC+1,452580,5,3,9,3,10,8,2,3,7,4,5,1
2021/11/11 7:48:51 PM UTC+1,509222,10,7,2,7,1,10,5,3,3,8,5,4
2021/11/11 7:48:51 PM UTC+1,483793,7,4,8,3,1,5,3,1,1,9,10,8
2021/11/11 7:48:51 PM UTC+1,481398,2,6,6,6,6,9,10,7,6,5,5,1
2021/11/11 7:48:51 PM UTC+1,476940,5,4,1,3,9,9,5,8,2,8,8,3
2021/11/11 7:48:51 PM UTC+1,517721,9,1,6,5,2,6,5,4,4,1,9,5
2021/11/11 7:48:51 PM UTC+1,493350,1,5,2,5,9,7,8,1,3,7,8,6
