Horodateur,Matricule,1/01 AM,2/01 AM,3/01 AM,5/01 AM,8/01 AM,9/01 AM,10/01 AM,11/01 AM,12/01 AM,13/01 AM,15/01 AM,16/01 AM
2021/11/11 7:48:51 PM UTC+1,486467,1,10,8,4,3,9,5,3,8,8,2,1
2021/11/11 7:48:51 PM UTC+1,465124,5,1,10,2,2,10,5,5,3,5,2,5
2021/11/11 7:48:51 PM UTC+1,478009,3,9,9,6,2,10,1,1,2,7,8,8
2021/11/11 7:48:51 PM UTC+1,486055,8,10,7,6,4,5,1,5,9,4,6,4
2021/11/11 7:48:51 PM UTC+1,463692,4,3,8,3,5,4,6,4,1,5,5,2
2021/11/11 7:48:51 PM UTC+1,486031,4,3,7,9,1,2,2,3,5,10,9,3
2021/11/11 7:48:51 PM UTC+1,519546,3,5,10,10,2,1,3,9,7,2,1,2
2021/11/11 7:48:51 PM UTC+1,479084,1,10,2,4,10,9,9,1,9,1,6,5
2021/11/11 7:48:51 PM UTC+1,517345,5,1,8,8,4,4,10,9,2,1,3,6
2021/11/11 7:48:51 PM UTC+1,466266,9,3,8,1,3,10,10,5,3,5,7,8
2021/11/11 7:48:51 PM UTC+1,490418,10,7,4,9,1,6,10,4,9,2,3,10
2021/11/11 7:48:51 PM UTC+1,459303,1,9,9,10,5,2,8,9,6,3,10,3
2021/11/11 7:48:51 PM UTC+1,488408,6,3,7,10,6,3,7,1,6,6,1,5
2021/11/11 7:48:51 PM UTC+1,489292,1,8,8,7,8,1,7,10,3,7,5,3
2021/11/11 7:48:51 PM UTC+1,457333,3,10,6,7,9,4,8,9,8,8,8,4
2021/11/11 7:48:51 PM UTC+1,511592,8,2,6,8,7,4,3,5,3,8,3,6
2021/11/11 7:48:51 PM UTC+1,499945,10,10,3,6,5,10,6,5,10,6,5,5
2021/11/11 7:48:51 PM UTC+1,459806,6,7,10,3,10,9,9,10,5,10,1,2
2021/11/11 7:48:51 PM UTC+1,468055,7,6,8,2,5,7,2,1,9,6,10,4
2021/11/11 7:48:51 PM UTC+1,463553,10,2,8,8,5,3,1,7,6,6,1,5
2021/11/11 7:48:51 PM UTC+1,453269,7,1,7,4,10,1,1,8,6,2,1,3
2021/11/11 7:48:51 PM UTC+1,518743,6,7,8,2,2,9,8,10,2,2,6,2
2021/11/11 7:48:51 PM UTC+1,472539,7,9,6,9,10,3,1,2,4,10,4,6
2021/11/11 7:48:51 PM UTC+1,477546,4,7,6,1,3,9,8,8,9,8,7,10
2021/11/11 7:48:51 PM UTC+1,488687,4,6,3,9,5,9,3,1,2,7,6,4
2021/11/11 7:48:51 PM UTC+1,507187,3,5,2,10,5,7,1,7,1,10,5,8
2021/11/11 7:48:51 PM UTC+1,468296,3,2,6,1,4,10,8,5,9,6,10,2
2021/11/11 7:48:51 PM UTC+1,502110,7,10,2,5,6,3,3,5,5,6,1,5
2021/11/11 7:48:51 PM UTC+1,511518,7,8,10,4,6,2,1,1,6,7,8,1
2021/11/11 7:48:51 PM UTC+1,463331,10,7,8,6,4,4,7,3,9,3,10,6
2021/11/11 7:48:51 PM UTC+1,471804,10,8,2,8,6,5,6,5,7,3,3,10
2021/11/11 7:48:51 PM UTC+1,500862,5,6,9,9,9,6,2,1,6,1,8,10
2021/11/11 7:48:51 PM UTC+1,517442,4,7,3,1,3,6,7,7,5,10,10,5
2021/11/11 7:48:51 PM UTC+1,454022,10,1,7,5,10,9,7,9,10,3,8,3
2021/11/11 7:48:51 PM UTC+1,460566,4,1,2,1,3,2,10,8,6,7,10,4
2021/11/11 7:48:51 PM UTC+1,508231,10,2,8,4,3,9,9,8,3,5,1,2
2021/11/11 7:48:51 PM UTC+1,499592,9,7,6,2,2,9,1,1,3,2,6,5
2021/11/11 7:48:51 PM UTC+1,457733,2,3,6,1,2,5,4,4,4,5,4,6
2021/11/11 7:48:51 PM UTC+1,518730,2,6,2,5,5,7,5,9,9,10,9,4
2021/11/11 7:48:51 PM UTC+1,481774,9,10,5,5,7,2,7,10,1,8,4,2
2021/11/11 7:48:51 PM UTC+1,507552,9,6,5,1,9,10,7,8,1,5,2,10
2021/11/11 7:48:51 PM UTC+1,461523,5,1,6,1,10,6,4,5,5,6,1,8
2021/11/11 7:48:51 PM UTC+1,476234,8,6,10,5,5,8,2,6,6,7,5,6
2021/11/11 7:48:51 PM UTC+1,457383,7,2,2,9,4,7,5,7,6,3,8,8
2021/11/11 7:48:51 PM UTC+1,490736,2,1,10,1,9,2,2,9,5,5,8,2
2021/11/11 7:48:51 PM UTC+1,518993,7,3,9,2,6,7,1,4,3,3,9,6
2021/11/11 7:48:51 PM UTC+1,482952,9,6,5,4,6,1,8,3,4,5,8,10
2021/11/11 7:48:51 PM UTC+1,457816,4,5,5,8,2,1,8,1,10,2,3,9
2021/11/11 7:48:51 PM UTC+1,477504,5,3,5,6,2,6,2,1,7,10,10,2
2021/11/11 7:48:51 PM UTC+1,516784,7,4,1,6,3,2,4,5,6,10,2,5
2021/11/11 7:48:51 PM UTC+1,488952,3,1,5,10,2,7,3,9,10,6,6,5
2021/11/11 7:48:51 PM UTC+1,450571,4,9,9,7,6,4,5,1,1,1,1,4
2021/11/11 7:48:51 PM UTC+1,485138,9,6,10,9,4,3,5,9,4,6,9,4
2021/11/11 7:48:51 PM UTC+1,498527,9,3,9,5,3,4,8,4,3,2,5,3
2021/11/11 7:48:51 PM UTC+1,493849,4,8,3,2,10,8,8,3,1,4,7,3
2021/11/11 7:48:51 PM UTC+1,453084,2,7,7,2,10,5,4,10,3,7,2,2
2021/11/11 7:48:51 PM UTC+1,459218,8,4,6,4,2,7,6,6,9,3,8,7
2021/11/11 7:48:51 PM UTC+1,519744,4,9,5,2,5,5,10,6,9,2,6,4
2021/11/11 7:48:51 PM UTC+1,512255,1,10,2,9,2,1,6,9,3,3,3,5
2021/11/11 7:48:51 PM UTC+1,500037,6,8,6,8,1,5,3,5,4,6,3,5
2021/11/11 7:48:51 PM UTC+1,477473,3,7,1,10,3,10,8,9,5,5,2,1
2021/11/11 7:48:51 PM UTC+1,463652,1,7,6,5,4,6,5,8,1,6,8,7
2021/11/11 7:48:51 PM UTC+1,493297,9,2,5,3,3,5,1,2,10,7,6,9
2021/11/11 7:48:51 PM UTC+1,465527,3,1,5,9,8,1,1,10,5,7,7,1
2021/11/11 7:48:51 PM UTC+1,455570,2,2,4,10,7,4,8,3,7,8,8,3
2021/11/11 7:48:51 PM UTC+1,450493,7,2,5,7,10,4,5,10,6,7,4,3
2021/11/11 7:48:51 PM UTC+1,451035,9,8,8,4,10,7,10,1,8,6,9,2
2021/11/11 7:48:51 PM UTC+1,487151,9,4,2,4,1,10,7,1,8,4,3,7
2021/11/11 7:48:51 PM UTC+1,518544,10,8,4,2,7,7,8,4,3,3,10,10
2021/11/11 7:48:51 PM UTC+1,466074,10,5,3,5,10,4,10,10,2,3,5,4
2021/11/11 7:48:51 PM UTC+1,451477,6,9,10,9,8,4,8,10,4,9,4,1
2021/11/11 7:48:51 PM UTC+1,496768,9,3,2,6,2,8,10,3,7,8,6,9
2021/11/11 7:48:51 PM UTC+1,504902,10,4,4,6,10,3,10,1,7,7,9,7
2021/11/11 7:48:51 PM UTC+1,475351,7,10,5,2,6,5,4,7,7,4,2,7
2021/11/11 7:48:51 PM UTC+1,465570,2,2,3,10,4,3,1,6,4,8,2,1
2021/11/11 7:48:51 PM UTC+1,467684,1,7,5,6,5,2,8,8,1,1,7,8
2021/11/11 7:48:51 PM UTC+1,487332,1,9,4,10,8,10,1,4,6,9,4,2
2021/11/11 7:48:51 PM UTC+1,481599,7,2,9,7,1,1,7,8,10,7,3,1
2021/11/11 7:48:51 PM UTC+1,511185,7,10,2,1,6,1,10,5,2,4,4,5
2021/11/11 7:48:51 PM UTC+1,500437,1,7,10,8,1,10,6,4,10,3,3,9
2021/11/11 7:48:51 PM UTC+1,479662,3,7,9,3,7,5,9,1,10,4,8,6
2021/11/11 7:48:51 PM UTC+1,491827,8,9,7,7,2,2,2,5,9,5,9,7
