Horodateur,Matricule,1/01 AM,2/01 AM,3/01 AM,5/01 AM,8/01 AM,9/01 AM,10/01 AM,11/01 AM,12/01 AM,13/01 AM,15/01 AM,16/01 AM
2021/11/11 7:48:51 PM UTC+1,455792,7,6,3,1,8,3,4,7,1,8,8,4
2021/11/11 7:48:51 PM UTC+1,457032,9,2,6,9,5,9,4,2,4,4,4,8
2021/11/11 7:48:51 PM UTC+1,498646,8,3,8,3,6,2,9,9,7,10,4,5
2021/11/11 7:48:51 PM UTC+1,477573,5,6,7,2,6,5,2,2,6,6,10,6
2021/11/11 7:48:51 PM UTC+1,489956,1,8,9,5,9,8,1,9,2,8,1,1
2021/11/11 7:48:51 PM UTC+1,479487,1,5,7,5,9,8,9,6,10,3,6,6
2021/11/11 7:48:51 PM UTC+1,500243,7,7,10,8,5,2,9,10,9,2,1,3
2021/11/11 7:48:51 PM UTC+1,462588,6,10,9,6,3,3,9,5,5,9,4,6
2021/11/11 7:48:51 PM UTC+1,470541,5,2,8,6,4,8,10,5,5,3,7,5
2021/11/11 7:48:51 PM UTC+1,500206,6,1,1,9,2,3,8,9,7,7,7,3
2021/11/11 7:48:51 PM UTC+1,464092,6,10,3,1,9,7,1,2,7,7,8,8
2021/11/11 7:48:51 PM UTC+1,485467,6,9,8,10,1,1,5,10,5,1,2,7
2021/11/11 7:48:51 PM UTC+1,462698,2,2,1,10,8,1,3,5,6,8,1,4
2021/11/11 7:48:51 PM UTC+1,453966,10,1,5,7,8,9,8,4,9,3,2,6
2021/11/11 7:48:51 PM UTC+1,494305,9,3,2,3,3,1,8,9,8,10,2,3
2021/11/11 7:48:51 PM UTC+1,450658,1,10,2,9,8,4,8,9,5,8,3,8
2021/11/11 7:48:51 PM UTC+1,505480,7,4,9,9,5,7,2,1,4,6,3,6
2021/11/11 7:48:51 PM UTC+1,479758,9,2,3,9,7,3,3,5,10,7,9,4
2021/11/11 7:48:51 PM UTC+1,482956,3,7,2,6,6,1,10,5,3,9,6,6
2021/11/11 7:48:51 PM UTC+1,507023,6,5,6,2,9,7,3,7,4,7,2,5
2021/11/11 7:48:51 PM UTC+1,499444,8,2,7,3,4,10,2,1,3,2,8,4
2021/11/11 7:48:51 PM UTC+1,518051,1,1,1,8,8,1,6,2,2,6,9,10
2021/11/11 7:48:51 PM UTC+1,493885,1,5,4,5,4,6,4,3,6,2,2,10
2021/11/11 7:48:51 PM UTC+1,489506,8,9,10,5,9,2,6,4,8,5,2,10
2021/11/11 7:48:51 PM UTC+1,511324,1,7,1,8,1,8,3,8,3,10,6,8
2021/11/11 7:48:51 PM UTC+1,487809,1,8,8,8,7,6,6,3,9,3,8,3
2021/11/11 7:48:51 PM UTC+1,463158,1,2,7,5,2,2,7,2,2,4,10,2
2021/11/11 7:48:51 PM UTC+1,464788,1,2,8,9,4,5,9,4,2,4,8,6
2021/11/11 7:48:51 PM UTC+1,505616,7,4,6,1,2,4,5,8,7,1,4,9
2021/11/11 7:48:51 PM UTC+1,473065,3,1,4,3,1,8,2,8,2,1,4,2
2021/11/11 7:48:51 PM UTC+1,486202,3,5,5,7,3,7,2,4,10,1,10,4
2021/11/11 7:48:51 PM UTC+1,450753,1,9,3,2,6,9,9,6,7,7,3,1
2021/11/11 7:48:51 PM UTC+1,479214,9,3,1,3,5,4,5,10,2,6,5,8
2021/11/11 7:48:51 PM UTC+1,453169,4,9,10,4,7,1,6,5,9,9,3,6
2021/11/11 7:48:51 PM UTC+1,512461,8,8,1,4,1,2,2,4,4,7,3,10
2021/11/11 7:48:51 PM UTC+1,495559,2,7,3,3,6,1,8,1,9,1,10,3
2021/11/11 7:48:51 PM UTC+1,466729,5,9,2,5,8,4,2,9,5,4,8,7
2021/11/11 7:48:51 PM UTC+1,470343,7,7,4,6,8,2,3,9,2,6,8,2
2021/11/11 7:48:51 PM UTC+1,507802,7,10,4,6,3,5,1,9,10,10,5,3
2021/11/11 7:48:51 PM UTC+1,510926,10,8,5,5,3,4,9,4,10,5,7,6
2021/11/11 7:48:51 PM UTC+1,510630,1,7,5,4,4,5,7,1,8,10,9,4
2021/11/11 7:48:51 PM UTC+1,456861,4,10,1,10,4,4,1,10,2,1,10,6
2021/11/11 7:48:51 PM UTC+1,458145,10,7,8,2,7,6,3,4,1,1,3,1
2021/11/11 7:48:51 PM UTC+1,516660,10,5,3,2,1,8,9,7,6,9,9,8
2021/11/11 7:48:51 PM UTC+1,453861,6,3,8,3,7,7,1,1,10,6,3,8
2021/11/11 7:48:51 PM UTC+1,489850,8,6,5,8,5,5,7,1,2,9,10,4
2021/11/11 7:48:51 PM UTC+1,461228,4,9,6,10,10,6,1,7,8,1,4,2
2021/11/11 7:48:51 PM UTC+1,495080,6,6,2,6,1,2,3,1,8,1,5,3
2021/11/11 7:48:51 PM UTC+1,500343,10,1,7,1,1,9,2,8,3,6,4,1
2021/11/11 7:48:51 PM UTC+1,514304,10,10,4,4,6,9,9,9,7,6,2,10
2021/11/11 7:48:51 PM UTC+1,489105,3,5,3,4,6,3,10,7,6,4,3,8
2021/11/11 7:48:51 PM UTC+1,495714,8,8,1,5,3,6,4,4,8,2,2,2
2021/11/11 7:48:51 PM UTC+1,474851,7,4,10,3,4,2,8,4,8,4,8,1
2021/11/11 7:48:51 PM UTC+1,500865,9,4,10,2,7,8,1,3,5,7,6,10
2021/11/11 7:48:51 PM UTC+1,500224,3,3,10,1,3,1,6,2,5,4,4,9
2021/11/11 7:48:51 PM UTC+1,492450,8,6,7,6,3,4,6,3,6,10,10,2
2021/11/11 7:48:51 PM UTC+1,457369,4,9,8,2,7,6,7,3,3,9,4,6
2021/11/11 7:48:51 PM UTC+1,493498,2,2,3,8,9,7,7,7,9,4,1,8
2021/11/11 7:48:51 PM UTC+1,519790,5,7,2,3,10,7,9,10,5,10,7,10
2021/11/11 7:48:51 PM UTC+1,518288,8,10,9,1,2,1,3,6,3,6,5,7
2021/11/11 7:48:51 PM UTC+1,472130,5,10,7,3,8,10,9,6,3,7,3,7
2021/11/11 7:48:51 PM UTC+1,469416,5,8,10,6,6,5,7,6,3,9,7,2
2021/11/11 7:48:51 PM UTC+1,454626,3,5,3,9,9,5,9,5,6,4,7,9
2021/11/11 7:48:51 PM UTC+1,494178,5,3,1,8,2,9,10,8,8,10,8,5
2021/11/11 7:48:51 PM UTC+1,506075,1,8,10,7,1,6,3,5,6,1,10,8
2021/11/11 7:48:51 PM UTC+1,517988,6,6,2,10,3,10,6,3,5,10,10,5
2021/11/11 7:48:51 PM UTC+1,463085,5,2,4,8,7,5,6,2,2,8,7,7
2021/11/11 7:48:51 PM UTC+1,455290,8,10,5,6,7,4,9,9,4,1,1,10
2021/11/11 7:48:51 PM UTC+1,495244,10,2,8,7,2,8,1,7,6,2,10,4
2021/11/11 7:48:51 PM UTC+1,452231,4,3,5,3,3,1,2,1,5,9,1,10
2021/11/11 7:48:51 PM UTC+1,450518,7,5,8,8,9,10,9,7,3,8,9,9
2021/11/11 7:48:51 PM UTC+1,469643,2,4,4,6,2,10,9,9,6,6,9,8
2021/11/11 7:48:51 PM UTC+1,519927,2,5,3,6,10,5,10,2,2,8,2,6
2021/11/11 7:48:51 PM UTC+1,464113,1,6,1,4,1,9,6,7,5,9,10,8
2021/11/11 7:48:51 PM UTC+1,457849,3,2,4,9,6,8,10,5,1,8,8,3
2021/11/11 7:48:51 PM UTC+1,518065,2,10,5,6,6,8,4,1,2,3,3,2
2021/11/11 7:48:51 PM UTC+1,500448,9,9,5,7,8,8,3,1,7,7,5,3
