Horodateur,Matricule,1/01 AM,2/01 AM,3/01 AM,5/01 AM,8/01 AM,9/01 AM,10/01 AM,11/01 AM,12/01 AM,13/01 AM,15/01 AM,16/01 AM
2021/11/11 7:48:51 PM UTC+1,509623,7,6,1,5,4,10,9,1,4,10,7,9
2021/11/11 7:48:51 PM UTC+1,503770,10,1,4,8,1,1,2,2,3,6,5,9
2021/11/11 7:48:51 PM UTC+1,466839,2,8,7,1,8,8,2,8,4,7,2,7
2021/11/11 7:48:51 PM UTC+1,474815,7,10,10,7,8,1,6,7,4,5,1,9
2021/11/11 7:48:51 PM UTC+1,480572,4,1,7,10,7,1,6,5,4,10,10,3
2021/11/11 7:48:51 PM UTC+1,482451,3,3,1,6,7,2,4,3,6,3,4,4
2021/11/11 7:48:51 PM UTC+1,458187,5,8,2,7,3,1,7,1,2,9,6,1
2021/11/11 7:48:51 PM UTC+1,491057,8,9,2,3,7,10,3,2,8,6,4,8
2021/11/11 7:48:51 PM UTC+1,484163,9,1,9,6,3,7,8,9,10,3,4,10
2021/11/11 7:48:51 PM UTC+1,453750,2,1,1,9,7,7,5,3,3,1,8,6
2021/11/11 7:48:51 PM UTC+1,468512,2,4,2,2,5,8,9,10,7,8,5,4
2021/11/11 7:48:51 PM UTC+1,485232,4,10,8,1,5,5,2,10,8,1,9,9
2021/11/11 7:48:51 PM UTC+1,485515,8,8,10,3,6,10,8,9,5,4,2,4
2021/11/11 7:48:51 PM UTC+1,480207,1,6,2,8,8,7,2,1,10,8,6,4
2021/11/11 7:48:51 PM UTC+1,499334,10,2,7,7,4,3,10,5,6,5,3,6
2021/11/11 7:48:51 PM UTC+1,498724,3,8,7,3,5,7,4,10,10,5,9,5
2021/11/11 7:48:51 PM UTC+1,465393,2,2,9,1,3,7,6,8,1,5,3,10
2021/11/11 7:48:51 PM UTC+1,513708,4,7,5,6,9,10,6,6,1,6,1,7
2021/11/11 7:48:51 PM UTC+1,463235,9,3,7,10,2,4,3,10,7,5,10,6
2021/11/11 7:48:51 PM UTC+1,496584,6,5,4,10,2,2,4,9,10,6,10,7
2021/11/11 7:48:51 PM UTC+1,459962,6,4,5,7,5,10,9,8,10,6,4,8
2021/11/11 7:48:51 PM UTC+1,471901,9,7,1,2,3,9,1,5,1,6,5,9
2021/11/11 7:48:51 PM UTC+1,460332,6,4,6,6,2,8,7,9,9,3,7,9
2021/11/11 7:48:51 PM UTC+1,454972,1,6,8,8,8,6,9,4,5,3,9,1
2021/11/11 7:48:51 PM UTC+1,517672,1,7,2,8,7,2,8,1,1,9,7,8
2021/11/11 7:48:51 PM UTC+1,519723,7,9,3,1,10,5,1,6,6,4,4,4
2021/11/11 7:48:51 PM UTC+1,463062,10,1,5,9,10,3,2,2,6,3,2,3
2021/11/11 7:48:51 PM UTC+1,518566,8,6,10,8,8,2,1,3,10,5,6,8
2021/11/11 7:48:51 PM UTC+1,464406,8,4,3,10,5,3,2,9,6,5,6,2
2021/11/11 7:48:51 PM UTC+1,482220,9,3,8,1,6,1,3,6,5,3,9,6
2021/11/11 7:48:51 PM UTC+1,508117,4,3,3,4,3,10,8,10,8,7,10,6
2021/11/11 7:48:51 PM UTC+1,466072,8,1,10,3,6,3,5,8,8,7,2,6
2021/11/11 7:48:51 PM UTC+1,456588,9,9,8,6,7,7,4,7,2,4,5,1
2021/11/11 7:48:51 PM UTC+1,460013,9,4,8,8,6,2,10,8,4,3,6,2
2021/11/11 7:48:51 PM UTC+1,487659,3,7,4,1,9,4,8,7,2,6,4,1
2021/11/11 7:48:51 PM UTC+1,518906,2,2,8,5,2,9,1,7,4,10,4,8
2021/11/11 7:48:51 PM UTC+1,476225,2,6,1,4,1,7,9,5,6,5,10,3
2021/11/11 7:48:51 PM UTC+1,502068,7,2,6,6,10,5,3,1,5,5,1,6
2021/11/11 7:48:51 PM UTC+1,483801,5,9,1,10,2,10,6,5,8,1,3,2
2021/11/11 7:48:51 PM UTC+1,486533,9,9,6,9,1,3,1,6,8,5,6,3
2021/11/11 7:48:51 PM UTC+1,473714,9,9,1,10,3,3,8,7,4,3,1,7
2021/11/11 7:48:51 PM UTC+1,468574,8,6,5,2,2,1,4,7,1,4,5,4
2021/11/11 7:48:51 PM UTC+1,490917,7,5,9,8,7,1,3,10,6,10,6,1
2021/11/11 7:48:51 PM UTC+1,464157,8,5,8,10,9,9,4,2,10,10,9,8
2021/11/11 7:48:51 PM UTC+1,510025,3,10,7,3,2,7,5,4,6,5,1,6
2021/11/11 7:48:51 PM UTC+1,514192,1,5,9,4,5,5,7,8,4,8,3,1
2021/11/11 7:48:51 PM UTC+1,500998,10,6,10,2,1,9,10,3,8,3,1,3
2021/11/11 7:48:51 PM UTC+1,464525,1,2,1,1,1,7,7,1,6,4,7,5
2021/11/11 7:48:51 PM UTC+1,485699,6,8,3,4,2,8,9,8,6,4,7,1
2021/11/11 7:48:51 PM UTC+1,468012,8,7,8,4,2,6,5,7,4,8,9,7
2021/11/11 7:48:51 PM UTC+1,462671,10,5,4,6,1,7,6,9,5,9,9,9
2021/11/11 7:48:51 PM UTC+1,451205,1,1,6,1,7,7,7,9,1,4,7,9
2021/11/11 7:48:51 PM UTC+1,485672,2,9,8,3,2,1,8,3,5,7,1,3
2021/11/11 7:48:51 PM UTC+1,451589,6,2,4,7,2,10,5,10,2,6,9,9
2021/11/11 7:48:51 PM UTC+1,493483,1,4,1,5,2,3,7,6,1,3,6,6
2021/11/11 7:48:51 PM UTC+1,460759,10,5,6,2,10,6,10,3,5,3,3,6
2021/11/11 7:48:51 PM UTC+1,494201,2,4,3,4,3,2,6,2,1,2,8,7
2021/11/11 7:48:51 PM UTC+1,507163,9,4,1,2,4,6,8,6,2,1,4,10
2021/11/11 7:48:51 PM UTC+1,511168,9,3,4,8,2,7,1,1,4,10,6,2
2021/11/11 7:48:51 PM UTC+1,484810,2,5,2,9,2,2,3,9,1,9,8,10
2021/11/11 7:48:51 PM UTC+1,497237,10,4,7,7,9,8,6,8,4,2,9,7
2021/11/11 7:48:51 PM UTC+1,459268,9,2,4,8,7,8,7,3,3,9,8,5
2021/11/11 7:48:51 PM UTC+1,498524,8,6,8,6,3,2,7,7,3,9,10,10
2021/11/11 7:48:51 PM UTC+1,491274,10,7,3,8,9,7,1,9,6,2,7,9
2021/11/11 7:48:51 PM UTC+1,468662,8,9,1,8,3,1,1,4,8,10,3,2
2021/11/11 7:48:51 PM UTC+1,500876,8,8,7,5,8,6,7,8,3,7,1,7
2021/11/11 7:48:51 PM UTC+1,503159,6,4,8,3,9,8,1,4,9,8,1,5
2021/11/11 7:48:51 PM UTC+1,513627,6,8,5,6,2,9,10,8,10,1,10,6
2021/11/11 7:48:51 PM UTC+1,486219,10,10,7,9,1,1,3,3,9,5,9,1
2021/11/11 7:48:51 PM UTC+1,518230,5,10,7,9,7,10,2,9,7,6,1,9
2021/11/11 7:48:51 PM UTC+1,455832,6,1,8,7,5,2,6,5,7,9,9,1
2021/11/11 7:48:51 PM UTC+1,516326,8,2,5,4,1,1,2,7,1,8,4,7
2021/11/11 7:48:51 PM UTC+1,503028,1,2,1,8,8,7,8,1,9,10,3,2
2021/11/11 7:48:51 PM UTC+1,490811,6,4,1,4,1,7,5,8,4,10,3,2
2021/11/11 7:48:51 PM UTC+1,506152,8,1,6,10,10,2,4,5,2,4,8,1
2021/11/11 7:48:51 PM UTC+1,498799,9,4,2,2,7,9,2,1,7,8,10,4
2021/11/11 7:48:51 PM UTC+1,500666,2,3,2,5,9,6,9,6,9,7,2,4
2021/11/11 7:48:51 PM UTC+1,458977,8,9,3,8,1,8,2,5,4,10,2,10
2021/11/11 7:48:51 PM UTC+1,506115,7,3,2,9,9,2,6,2,5,10,10,6
2021/11/11 7:48:51 PM UTC+1,518319,1,2,7,2,2,2,1,9,3,1,9,5
2021/11/11 7:48:51 PM UTC+1,474560,5,9,8,9,4,10,8,1,7,2,4,8
2021/11/11 7:48:51 PM UTC+1,517250,10,2,4,9,1,6,6,6,8,5,6,10
2021/11/11 7:48:51 PM UTC+1,456899,3,9,8,5,5,2,3,4,4,1,1,9
2021/11/11 7:48:51 PM UTC+1,516720,7,3,8,2,8,3,5,2,3,10,10,3
2021/11/11 7:48:51 PM UTC+1,514714,3,5,7,6,3,1,7,7,6,1,1,1
2021/11/11 7:48:51 PM UTC+1,519152,10,2,5,5,9,1,9,4,8,10,2,8
2021/11/11 7:48:51 PM UTC+1,491501,10,3,7,1,5,5,7,6,7,2,3,8
2021/11/11 7:48:51 PM UTC+1,519893,7,7,6,2,4,10,7,4,5,5,4,2
2021/11/11 7:48:51 PM UTC+1,506187,7,10,9,9,8,10,3,8,4,3,10,4
2021/11/11 7:48:51 PM UTC+1,491268,2,10,4,4,10,10,8,3,6,7,10,6
2021/11/11 7:48:51 PM UTC+1,476137,1,10,8,4,4,10,3,1,2,5,1,5
2021/11/11 7:48:51 PM UTC+1,463975,8,5,8,7,4,1,3,1,9,8,1,7
2021/11/11 7:48:51 PM UTC+1,450699,1,1,4,6,4,7,6,10,1,9,5,9
2021/11/11 7:48:51 PM UTC+1,511001,3,1,10,3,1,5,6,8,5,6,10,8
2021/11/11 7:48:51 PM UTC+1,478694,1,2,5,1,1,1,6,1,2,6,10,5
2021/11/11 7:48:51 PM UTC+1,506470,3,1,4,5,1,7,1,10,1,3,6,10
2021/11/11 7:48:51 PM UTC+1,481313,7,6,5,10,3,1,5,4,8,7,2,6
2021/11/11 7:48:51 PM UTC+1,494795,4,1,9,8,10,5,3,1,4,10,6,8
2021/11/11 7:48:51 PM UTC+1,492472,7,10,1,7,5,8,5,3,7,10,4,3
2021/11/11 7:48:51 PM UTC+1,508686,7,10,5,3,4,7,10,4,8,3,5,4
2021/11/11 7:48:51 PM UTC+1,515627,10,4,7,4,7,5,6,7,5,6,10,6
2021/11/11 7:48:51 PM UTC+1,515169,4,6,6,7,6,4,10,8,8,7,2,5
2021/11/11 7:48:51 PM UTC+1,493534,9,9,9,9,8,9,7,8,3,1,9,1
2021/11/11 7:48:51 PM UTC+1,457650,7,5,9,5,2,7,8,10,1,4,6,1
2021/11/11 7:48:51 PM UTC+1,507193,7,3,3,2,7,4,9,10,4,3,1,8
2021/11/11 7:48:51 PM UTC+1,468269,7,6,4,5,7,5,5,6,6,3,4,10
2021/11/11 7:48:51 PM UTC+1,496305,1,10,7,2,4,7,2,1,6,5,1,3
2021/11/11 7:48:51 PM UTC+1,479187,10,4,4,2,9,5,4,3,3,10,2,5
2021/11/11 7:48:51 PM UTC+1,508495,10,4,5,8,5,2,5,7,4,6,4,3
2021/11/11 7:48:51 PM UTC+1,509665,1,4,4,10,6,8,2,3,4,4,3,10
2021/11/11 7:48:51 PM UTC+1,461556,8,7,1,3,9,5,4,2,1,10,6,1
2021/11/11 7:48:51 PM UTC+1,471109,8,5,7,6,9,1,4,5,2,9,10,8
2021/11/11 7:48:51 PM UTC+1,516215,5,1,5,8,4,8,7,4,9,3,2,2
2021/11/11 7:48:51 PM UTC+1,499352,2,4,8,4,10,7,9,7,2,3,6,2
2021/11/11 7:48:51 PM UTC+1,452542,1,8,7,5,3,9,2,7,8,7,10,3
2021/11/11 7:48:51 PM UTC+1,473221,3,2,6,5,5,1,9,4,6,5,8,2
2021/11/11 7:48:51 PM UTC+1,481788,3,3,2,10,4,10,6,8,4,2,1,3
2021/11/11 7:48:51 PM UTC+1,475651,7,2,2,9,9,10,1,10,6,8,7,3
2021/11/11 7:48:51 PM UTC+1,459739,10,1,5,3,2,7,7,5,9,7,6,9
2021/11/11 7:48:51 PM UTC+1,485930,9,6,1,2,7,3,9,8,3,1,8,3
2021/11/11 7:48:51 PM UTC+1,503884,1,4,2,10,6,8,1,4,2,10,10,1
2021/11/11 7:48:51 PM UTC+1,460216,2,3,4,1,3,7,6,8,2,2,7,3
2021/11/11 7:48:51 PM UTC+1,477898,8,3,8,2,9,2,7,10,10,1,9,2
2021/11/11 7:48:51 PM UTC+1,451008,9,1,5,8,5,8,2,5,5,4,2,3
2021/11/11 7:48:51 PM UTC+1,505068,5,2,3,4,7,6,3,2,3,5,2,8
2021/11/11 7:48:51 PM UTC+1,480356,6,1,7,7,8,8,5,8,7,2,9,8
2021/11/11 7:48:51 PM UTC+1,475163,1,2,7,10,9,9,3,5,7,6,3,1
2021/11/11 7:48:51 PM UTC+1,513046,10,4,7,4,5,6,4,4,10,2,6,7
2021/11/11 7:48:51 PM UTC+1,473268,3,7,10,10,2,1,3,8,1,6,8,6
2021/11/11 7:48:51 PM UTC+1,518248,8,10,5,6,5,9,1,7,7,4,7,7
2021/11/11 7:48:51 PM UTC+1,519651,10,3,5,10,3,5,4,10,9,5,7,8
2021/11/11 7:48:51 PM UTC+1,512191,9,4,6,2,3,4,3,5,6,8,2,1
2021/11/11 7:48:51 PM UTC+1,493838,3,1,9,7,4,9,5,7,3,1,8,3
2021/11/11 7:48:51 PM UTC+1,499235,5,8,2,6,1,4,1,6,2,3,10,9
2021/11/11 7:48:51 PM UTC+1,471969,6,2,10,1,4,4,6,3,8,5,5,1
2021/11/11 7:48:51 PM UTC+1,456351,2,9,6,6,1,8,5,2,2,7,1,7
2021/11/11 7:48:51 PM UTC+1,473917,1,8,1,7,4,10,10,7,3,4,4,7
2021/11/11 7:48:51 PM UTC+1,462155,1,3,2,6,7,7,3,1,3,3,1,8
2021/11/11 7:48:51 PM UTC+1,513836,9,8,6,10,10,3,4,7,4,2,8,2
2021/11/11 7:48:51 PM UTC+1,452126,5,1,1,10,5,10,1,3,5,8,3,1
2021/11/11 7:48:51 PM UTC+1,450919,6,2,2,9,10,1,4,7,6,7,6,2
2021/11/11 7:48:51 PM UTC+1,450178,5,9,6,9,1,7,7,2,10,10,1,5
2021/11/11 7:48:51 PM UTC+1,473311,7,7,6,5,5,2,5,2,9,1,6,6
2021/11/11 7:48:51 PM UTC+1,493931,3,6,7,3,3,6,7,5,2,7,8,9
2021/11/11 7:48:51 PM UTC+1,495166,10,3,7,2,7,6,10,10,7,9,7,4
2021/11/11 7:48:51 PM UTC+1,476311,5,7,5,5,6,1,7,5,6,6,2,5
2021/11/11 7:48:51 PM UTC+1,454741,6,10,5,9,6,4,9,9,5,2,5,6
2021/11/11 7:48:51 PM UTC+1,508534,2,3,6,1,10,5,3,6,6,8,5,6
2021/11/11 7:48:51 PM UTC+1,510286,3,10,5,5,10,9,4,2,8,10,6,8
2021/11/11 7:48:51 PM UTC+1,489125,3,4,7,10,7,9,8,3,6,1,5,5
2021/11/11 7:48:51 PM UTC+1,509287,5,9,6,4,7,7,3,6,10,10,4,7
2021/11/11 7:48:51 PM UTC+1,498567,6,8,8,10,7,8,1,8,2,4,4,2
2021/11/11 7:48:51 PM UTC+1,517846,1,8,8,10,1,1,1,3,4,4,8,9
2021/11/11 7:48:51 PM UTC+1,510940,5,6,9,1,3,9,2,9,3,2,10,6
2021/11/11 7:48:51 PM UTC+1,490175,4,9,2,10,9,1,2,5,5,10,2,1
2021/11/11 7:48:51 PM UTC+1,516580,4,3,4,4,9,10,2,9,8,6,3,6
2021/11/11 7:48:51 PM UTC+1,513256,6,4,6,4,2,6,1,6,10,7,1,3
2021/11/11 7:48:51 PM UTC+1,489704,6,3,10,9,10,1,1,10,9,8,8,3
2021/11/11 7:48:51 PM UTC+1,457297,1,4,5,8,5,2,5,10,10,2,10,8
2021/11/11 7:48:51 PM UTC+1,484884,6,4,7,7,8,5,1,3,3,7,8,6
2021/11/11 7:48:51 PM UTC+1,479983,8,1,8,2,2,4,6,3,8,5,3,7
2021/11/11 7:48:51 PM UTC+1,486890,6,9,8,3,6,3,3,7,6,7,4,7
2021/11/11 7:48:51 PM UTC+1,458053,5,10,10,5,7,9,8,3,5,7,4,2
2021/11/11 7:48:51 PM UTC+1,509990,1,6,6,5,3,4,2,7,9,10,5,1
2021/11/11 7:48:51 PM UTC+1,469542,3,7,1,3,4,2,4,1,3,2,6,3
2021/11/11 7:48:51 PM UTC+1,491482,5,3,7,9,4,4,3,9,7,8,4,7
2021/11/11 7:48:51 PM UTC+1,504192,7,10,1,8,7,2,6,2,2,1,10,5
2021/11/11 7:48:51 PM UTC+1,450698,5,5,6,2,3,6,7,5,1,1,8,8
2021/11/11 7:48:51 PM UTC+1,491997,5,7,6,10,9,4,8,9,7,8,1,10
2021/11/11 7:48:51 PM UTC+1,492271,10,10,10,9,5,4,10,1,2,8,4,6
2021/11/11 7:48:51 PM UTC+1,468963,2,5,4,4,7,1,4,4,8,5,4,10
2021/11/11 7:48:51 PM UTC+1,489676,3,5,3,6,1,6,1,10,7,10,6,4
2021/11/11 7:48:51 PM UTC+1,495482,4,2,6,5,9,1,6,4,7,4,2,10
2021/11/11 7:48:51 PM UTC+1,503495,6,3,1,10,9,10,9,7,8,6,1,8
2021/11/11 7:48:51 PM UTC+1,468269,5,2,3,4,2,7,4,3,10,8,7,6
2021/11/11 7:48:51 PM UTC+1,506410,8,6,2,3,7,3,2,5,6,5,8,6
2021/11/11 7:48:51 PM UTC+1,471319,3,10,1,3,7,4,7,9,1,2,10,7
2021/11/11 7:48:51 PM UTC+1,499804,4,4,1,9,6,4,7,2,8,1,1,7
2021/11/11 7:48:51 PM UTC+1,484614,8,4,4,3,7,5,6,1,9,5,1,1
2021/11/11 7:48:51 PM UTC+1,501974,6,8,6,5,9,9,8,2,7,5,5,10
2021/11/11 7:48:51 PM UTC+1,491852,6,9,6,9,1,2,8,4,8,7,8,2
2021/11/11 7:48:51 PM UTC+1,452033,6,2,5,2,1,5,1,7,9,7,2,4
2021/11/11 7:48:51 PM UTC+1,495925,7,9,9,1,5,1,3,3,2,1,7,2
2021/11/11 7:48:51 PM UTC+1,485517,3,5,7,3,7,6,2,8,1,2,4,5
2021/11/11 7:48:51 PM UTC+1,483752,2,4,9,3,1,4,9,5,9,3,6,1
2021/11/11 7:48:51 PM UTC+1,506981,2,7,5,7,10,9,2,7,7,7,3,4
2021/11/11 7:48:51 PM UTC+1,453751,1,4,10,9,7,6,7,10,1,8,6,1
2021/11/11 7:48:51 PM UTC+1,456515,5,4,4,8,1,7,5,2,9,2,1,6
2021/11/11 7:48:51 PM UTC+1,505219,10,1,6,7,10,9,7,7,5,1,8,5
2021/11/11 7:48:51 PM UTC+1,503172,3,3,2,7,2,1,1,10,4,4,3,4
2021/11/11 7:48:51 PM UTC+1,514445,4,6,1,2,4,4,6,9,9,2,5,1
2021/11/11 7:48:51 PM UTC+1,508787,5,10,10,3,6,4,4,3,1,2,4,7
2021/11/11 7:48:51 PM UTC+1,463324,7,6,4,10,4,1,2,10,4,9,5,5
2021/11/11 7:48:51 PM UTC+1,513506,8,6,1,2,1,9,5,9,5,5,9,10
2021/11/11 7:48:51 PM UTC+1,496284,5,6,4,6,6,6,8,4,8,10,8,9
2021/11/11 7:48:51 PM UTC+1,498236,8,5,4,4,1,3,1,5,10,5,4,1
2021/11/11 7:48:51 PM UTC+1,519859,5,6,10,6,6,6,7,6,6,1,9,10
2021/11/11 7:48:51 PM UTC+1,478579,2,2,4,4,10,4,3,2,4,4,8,2
2021/11/11 7:48:51 PM UTC+1,462680,9,1,1,6,5,8,4,10,10,4,7,4
2021/11/11 7:48:51 PM UTC+1,499845,9,7,10,6,10,6,5,1,7,3,1,4
2021/11/11 7:48:51 PM UTC+1,457433,4,10,10,8,4,4,3,2,6,4,6,6
2021/11/11 7:48:51 PM UTC+1,511383,3,8,2,10,7,4,2,3,6,4,3,7
2021/11/11 7:48:51 PM UTC+1,512263,8,3,4,8,7,10,1,9,1,1,10,1
2021/11/11 7:48:51 PM UTC+1,502623,1,4,9,9,6,10,1,5,8,7,9,4
2021/11/11 7:48:51 PM UTC+1,451264,3,8,5,1,1,10,1,3,5,6,10,9
2021/11/11 7:48:51 PM UTC+1,450457,2,4,10,9,8,8,7,3,2,4,10,10
2021/11/11 7:48:51 PM UTC+1,492829,7,6,9,9,4,9,7,3,5,9,6,4
2021/11/11 7:48:51 PM UTC+1,452653,7,4,7,9,8,7,8,4,5,7,10,8
